user,poi
32929.0,53246
32929.0,32444
32929.0,97651
32929.0,721
32929.0,87256
32929.0,36122
32929.0,37727
32929.0,50256
32929.0,10219
32929.0,49646
32929.0,50788
32929.0,57197
32929.0,72372
32929.0,13409
32929.0,61442
32929.0,45884
32935.0,39141
32935.0,26711
32935.0,64985
32935.0,80177
32935.0,42319
32935.0,103856
32935.0,62801
32935.0,47805
32935.0,58967
32935.0,61315
32935.0,15120
32935.0,90641
32935.0,75506
32951.0,103638
32951.0,102821
32951.0,10797
32951.0,43164
32951.0,9079
32951.0,84917
32951.0,62226
32951.0,79166
32951.0,34526
32951.0,1884
32951.0,76632
32951.0,31853
32951.0,63570
32951.0,78523
32964.0,39737
32964.0,89141
32964.0,52794
32964.0,57712
32964.0,81654
32964.0,64261
32964.0,48642
32964.0,30441
32964.0,2472
32964.0,85595
32964.0,34233
32964.0,8183
32964.0,93021
32964.0,66120
32969.0,89598
32969.0,97493
32969.0,102815
32969.0,35054
32969.0,103238
32969.0,42449
32969.0,28878
32969.0,37966
32969.0,5041
32969.0,11696
32969.0,59606
32969.0,78420
32969.0,22580
32975.0,37561
32975.0,32215
32975.0,91511
32975.0,9348
32975.0,101170
32975.0,10631
32975.0,63207
32975.0,15993
32975.0,24187
32975.0,64346
32975.0,43438
32975.0,7160
32975.0,89929
32975.0,81886
32975.0,1938
32975.0,19400
32993.0,88094
32993.0,9881
32993.0,99757
32993.0,8414
32993.0,16242
32993.0,95920
32993.0,70667
32993.0,59308
32993.0,103441
32993.0,31099
32993.0,45103
32993.0,90178
32993.0,4013
32993.0,72432
32993.0,101733
32993.0,56351
32993.0,66930
32993.0,42420
32993.0,376
32993.0,70198
32993.0,17476
32993.0,45802
32995.0,22942
32995.0,9950
32995.0,22770
32995.0,86913
32995.0,11032
32995.0,24816
32995.0,77774
32995.0,91458
32995.0,95794
32995.0,89539
32995.0,40402
32995.0,33052
32995.0,18179
33000.0,52781
33000.0,55608
33000.0,40780
33000.0,76159
33000.0,83329
33000.0,76534
33000.0,72573
33000.0,104959
33000.0,64020
33000.0,59951
33000.0,97066
33000.0,40994
33000.0,63909
33000.0,102893
33000.0,92600
33000.0,53887
33000.0,43235
33000.0,40479
33000.0,101582
33000.0,88294
33000.0,62118
33000.0,21717
33006.0,37514
33006.0,49348
33006.0,35667
33006.0,75000
33006.0,100626
33006.0,49608
33006.0,72051
33006.0,38155
33006.0,80574
33006.0,51123
33006.0,87278
33006.0,73101
33006.0,84914
33006.0,42016
33006.0,88480
33006.0,101912
33006.0,52396
33006.0,66014
33006.0,61879
33006.0,10558
33007.0,55192
33007.0,100471
33007.0,33592
33007.0,17518
33007.0,15365
33007.0,9294
33007.0,50365
33007.0,93980
33007.0,7366
33007.0,28181
33007.0,65070
33007.0,33782
33007.0,83850
33007.0,95019
33007.0,21233
33007.0,14814
33007.0,66513
33007.0,45373
33007.0,92245
33007.0,57514
33007.0,58916
33007.0,87703
33007.0,11948
33007.0,46523
33007.0,14644
33017.0,6894
33017.0,101305
33017.0,7992
33017.0,69172
33017.0,94556
33017.0,19648
33017.0,27905
33017.0,41030
33017.0,72588
33017.0,102998
33017.0,103468
33017.0,41045
33017.0,18543
33017.0,70816
33017.0,58674
33017.0,94821
33017.0,11896
33017.0,84614
33017.0,67356
33017.0,69798
33023.0,79903
33023.0,26720
33023.0,16235
33023.0,41275
33023.0,46909
33023.0,9856
33023.0,78749
33023.0,27797
33023.0,64132
33023.0,1886
33024.0,85368
33024.0,9205
33024.0,74697
33024.0,65012
33024.0,10188
33024.0,82941
33024.0,82006
33024.0,59533
33024.0,102890
33024.0,69462
33024.0,45417
33024.0,86877
33024.0,7808
33024.0,36856
33024.0,59343
33024.0,9362
33024.0,80928
33024.0,48446
33024.0,88847
33024.0,91996
33028.0,41691
33028.0,60664
33028.0,3741
33028.0,43735
33028.0,74292
33028.0,57320
33028.0,17913
33028.0,41438
33028.0,83872
33028.0,64569
33028.0,9738
33028.0,30551
33033.0,54078
33033.0,18439
33033.0,102269
33033.0,50895
33033.0,38562
33033.0,45707
33033.0,64926
33033.0,65876
33033.0,93657
33033.0,99960
33033.0,96242
33033.0,64004
33033.0,300
33033.0,55980
33033.0,105476
33033.0,22921
33033.0,15542
33033.0,63457
33033.0,49396
33033.0,17330
33039.0,61821
33039.0,63183
33039.0,68990
33039.0,18995
33039.0,23702
33039.0,73934
33039.0,21482
33039.0,7378
33039.0,79045
33039.0,28646
33039.0,25464
33039.0,57268
33039.0,75019
33039.0,11452
33039.0,13748
33039.0,50305
33039.0,54163
33039.0,74210
33042.0,12953
33042.0,50496
33042.0,88285
33042.0,3935
33042.0,5724
33042.0,89735
33042.0,75733
33042.0,12164
33042.0,105074
33042.0,48621
33042.0,54762
33042.0,91283
33042.0,56103
33042.0,10492
33042.0,70752
33042.0,53111
33042.0,68857
33042.0,60922
33042.0,38018
33042.0,58947
33042.0,10537
33042.0,89698
33049.0,99338
33049.0,65633
33049.0,9498
33049.0,72348
33049.0,78841
33049.0,14171
33049.0,99734
33049.0,56800
33049.0,42547
33049.0,105191
33049.0,61391
33049.0,78764
33049.0,2144
33049.0,18354
33049.0,68137
33049.0,82105
33049.0,92417
33049.0,4755
33058.0,20601
33058.0,96253
33058.0,38155
33058.0,81505
33058.0,79863
33058.0,78783
33058.0,9580
33058.0,81194
33058.0,20236
33058.0,10250
33058.0,92313
33067.0,16169
33067.0,14744
33067.0,71723
33067.0,45700
33067.0,60788
33067.0,42152
33067.0,45150
33067.0,67153
33067.0,62126
33067.0,26130
33067.0,56103
33067.0,13768
33067.0,94941
33067.0,14064
33067.0,100897
33067.0,15923
33067.0,611
33067.0,2083
33067.0,20767
33069.0,30103
33069.0,15592
33069.0,68724
33069.0,41661
33069.0,49335
33069.0,43216
33069.0,6126
33069.0,97465
33069.0,2296
33069.0,3186
33069.0,71571
33069.0,33797
33069.0,100146
33069.0,13017
33069.0,30252
33069.0,26990
33069.0,30461
33079.0,46399
33079.0,22178
33079.0,45454
33079.0,80278
33079.0,14381
33079.0,6842
33079.0,79856
33079.0,98851
33079.0,41765
33079.0,101376
33079.0,38799
33079.0,3898
33079.0,103796
33079.0,92959
33079.0,1581
33089.0,41304
33089.0,13848
33089.0,73489
33089.0,37915
33089.0,31379
33089.0,25230
33089.0,25010
33089.0,46551
33089.0,67481
33089.0,47472
33089.0,14550
33089.0,20038
33089.0,50178
33089.0,97832
33089.0,73883
33089.0,71461
33089.0,55447
33089.0,82956
33089.0,101160
33089.0,77171
33089.0,79082
33089.0,73948
33092.0,9893
33092.0,76877
33092.0,5423
33092.0,35853
33092.0,70793
33092.0,67216
33092.0,2006
33092.0,54484
33092.0,53226
33092.0,81136
33092.0,30133
33098.0,6801
33098.0,23765
33098.0,90666
33098.0,24812
33098.0,94438
33098.0,72682
33098.0,46521
33098.0,49968
33098.0,46561
33098.0,96615
33098.0,29225
33098.0,44047
33098.0,42135
33098.0,60774
33098.0,27781
33098.0,49875
33098.0,26184
33098.0,24968
33098.0,102395
33098.0,91410
33098.0,68470
33098.0,92308
33098.0,81555
33098.0,54947
33100.0,57123
33100.0,80995
33100.0,6188
33100.0,21919
33100.0,45510
33100.0,24609
33100.0,41104
33100.0,82235
33100.0,27915
33100.0,89379
33100.0,77704
33100.0,103174
33100.0,26793
33100.0,22277
33100.0,60865
33100.0,51135
33100.0,36017
33120.0,5745
33120.0,91489
33120.0,20730
33120.0,92651
33120.0,102140
33120.0,77071
33120.0,87022
33120.0,54195
33120.0,43770
33120.0,57011
33120.0,14377
33120.0,32602
33120.0,12468
33120.0,55577
33120.0,2869
33120.0,94556
33120.0,73035
33120.0,23992
33120.0,75597
33120.0,8191
33120.0,103827
33120.0,99046
33120.0,86860
33120.0,9265
33120.0,14753
33140.0,54373
33140.0,58552
33140.0,52257
33140.0,7231
33140.0,38377
33140.0,77230
33140.0,42321
33140.0,83610
33140.0,23368
33140.0,45950
33140.0,47287
33140.0,29443
33140.0,22909
33140.0,59462
33140.0,101880
33140.0,25628
33140.0,13696
33140.0,86724
33140.0,4110
33140.0,15595
33140.0,10994
33144.0,57377
33144.0,104924
33144.0,13597
33144.0,42069
33144.0,16907
33144.0,89902
33144.0,90941
33144.0,32551
33144.0,15052
33144.0,67064
33144.0,60669
33144.0,5544
33144.0,8994
33144.0,34413
33144.0,57464
33144.0,37662
33144.0,58321
33144.0,81716
33144.0,75801
33175.0,38531
33175.0,16718
33175.0,46695
33175.0,24499
33175.0,14575
33175.0,10843
33175.0,29108
33175.0,102676
33175.0,36182
33175.0,6033
33175.0,88314
33175.0,61589
33175.0,14214
33189.0,3131
33189.0,66092
33189.0,51949
33189.0,54430
33189.0,12173
33189.0,60435
33189.0,103983
33189.0,29408
33189.0,66823
33189.0,41196
33189.0,104250
33189.0,42277
33189.0,47785
33197.0,17703
33197.0,25615
33197.0,44070
33197.0,48310
33197.0,14750
33197.0,96518
33197.0,16455
33197.0,61365
33197.0,13372
33197.0,70148
33197.0,67007
33197.0,30877
33197.0,79110
33206.0,57009
33206.0,69078
33206.0,19138
33206.0,84516
33206.0,66019
33206.0,12636
33206.0,3141
33206.0,105014
33206.0,98749
33206.0,25836
33222.0,59939
33222.0,68156
33222.0,89736
33222.0,62254
33222.0,16244
33222.0,43846
33222.0,11557
33222.0,89830
33222.0,75717
33222.0,53773
33222.0,58995
33222.0,104556
33222.0,74597
33222.0,17864
33222.0,65771
33224.0,15664
33224.0,55208
33224.0,104492
33224.0,72
33224.0,21006
33224.0,30293
33224.0,47445
33224.0,103550
33224.0,82136
33224.0,11909
33224.0,83825
33225.0,56525
33225.0,45252
33225.0,60894
33225.0,15161
33225.0,91977
33225.0,11755
33225.0,95281
33225.0,48808
33225.0,10352
33225.0,31281
33225.0,96955
33225.0,77098
33225.0,67254
33225.0,66688
33237.0,12751
33237.0,16358
33237.0,39823
33237.0,21902
33237.0,76895
33237.0,8577
33237.0,34789
33237.0,62417
33237.0,27074
33237.0,18308
33237.0,12666
33237.0,92748
33237.0,36941
33237.0,88741
33237.0,99969
33237.0,50043
33237.0,35191
33237.0,38471
33237.0,93061
33237.0,69800
33237.0,27890
33237.0,5263
33237.0,99427
33237.0,6823
33238.0,20223
33238.0,73036
33238.0,73328
33238.0,22004
33238.0,83810
33238.0,65674
33238.0,49303
33238.0,7956
33238.0,39509
33238.0,59667
33238.0,75800
33238.0,77475
33238.0,74017
33238.0,94687
33238.0,9332
33238.0,11596
33238.0,67796
33238.0,15852
33238.0,81900
33242.0,45396
33242.0,48850
33242.0,86607
33242.0,41618
33242.0,69855
33242.0,62793
33242.0,2605
33242.0,42511
33242.0,77580
33242.0,3675
33242.0,1482
33242.0,104639
33242.0,6805
33242.0,19253
33242.0,21894
33242.0,99920
33242.0,22275
33242.0,77089
33242.0,54287
33242.0,24768
33242.0,101362
33242.0,87760
33242.0,55175
33242.0,82258
33242.0,69103
33247.0,2390
33247.0,6576
33247.0,94451
33247.0,39783
33247.0,48477
33247.0,102965
33247.0,18038
33247.0,46274
33247.0,7906
33247.0,73208
33247.0,103674
33247.0,21862
33247.0,16960
33249.0,28589
33249.0,53631
33249.0,51934
33249.0,7629
33249.0,32125
33249.0,33273
33249.0,8857
33249.0,102830
33249.0,105676
33249.0,14448
33259.0,62939
33259.0,34885
33259.0,70605
33259.0,103050
33259.0,33291
33259.0,39503
33259.0,101195
33259.0,95026
33259.0,90113
33259.0,59564
33284.0,87161
33284.0,28502
33284.0,25601
33284.0,73286
33284.0,35178
33284.0,84957
33284.0,33416
33284.0,12562
33284.0,40195
33284.0,89035
33284.0,13793
33284.0,91968
33296.0,43886
33296.0,65469
33296.0,29449
33296.0,53825
33296.0,86368
33296.0,10512
33296.0,76013
33296.0,35677
33296.0,73510
33296.0,22359
33296.0,89544
33296.0,11431
33296.0,45604
33296.0,101526
33296.0,12840
33296.0,5887
33296.0,30599
33296.0,92849
33296.0,71110
33296.0,7189
33296.0,98680
33296.0,95315
33296.0,76888
33303.0,75295
33303.0,30027
33303.0,3666
33303.0,81866
33303.0,92145
33303.0,4572
33303.0,80569
33303.0,3563
33303.0,93400
33303.0,99950
33303.0,52703
33303.0,13546
33303.0,70801
33303.0,17625
33303.0,60168
33303.0,23214
33303.0,104721
33303.0,25542
33303.0,37587
33303.0,91505
33303.0,92498
33303.0,40096
33307.0,52187
33307.0,63357
33307.0,62406
33307.0,53755
33307.0,75203
33307.0,73360
33307.0,18248
33307.0,17093
33307.0,58320
33307.0,16578
33307.0,6447
33307.0,96423
33307.0,1996
33307.0,35627
33307.0,93364
33307.0,32691
33307.0,86495
33307.0,38974
33307.0,80790
33313.0,63297
33313.0,2792
33313.0,43582
33313.0,55931
33313.0,32907
33313.0,70442
33313.0,82751
33313.0,25056
33313.0,102015
33313.0,37938
33313.0,36581
33313.0,2888
33313.0,70610
33313.0,21928
33315.0,6064
33315.0,92227
33315.0,43271
33315.0,17176
33315.0,95568
33315.0,27461
33315.0,50639
33315.0,46639
33315.0,84084
33315.0,83376
33315.0,8886
33315.0,70286
33315.0,75776
33318.0,23221
33318.0,25218
33318.0,87183
33318.0,38667
33318.0,49597
33318.0,30359
33318.0,91597
33318.0,85582
33318.0,81331
33318.0,97025
33318.0,3145
33318.0,69147
33318.0,19920
33318.0,24972
33318.0,83820
33318.0,53597
33318.0,64642
33318.0,105313
33318.0,40891
33318.0,20751
33318.0,56678
33318.0,64419
33318.0,74303
33318.0,67798
33324.0,99030
33324.0,100995
33324.0,102876
33324.0,82360
33324.0,79554
33324.0,52691
33324.0,46417
33324.0,89899
33324.0,53057
33324.0,81089
33324.0,94700
33324.0,9738
33324.0,52865
33324.0,96391
33324.0,39946
33324.0,35601
33324.0,32665
33324.0,49601
33324.0,88304
33324.0,20917
33324.0,66673
33324.0,15904
33324.0,14289
33324.0,95005
33324.0,40522
33326.0,72238
33326.0,101949
33326.0,31503
33326.0,63553
33326.0,86936
33326.0,35006
33326.0,25916
33326.0,53499
33326.0,67144
33326.0,39160
33326.0,33629
33337.0,68235
33337.0,66551
33337.0,4688
33337.0,48059
33337.0,77147
33337.0,15028
33337.0,45460
33337.0,39965
33337.0,65955
33337.0,48790
33337.0,48495
33337.0,10558
33337.0,4265
33337.0,81531
33337.0,85681
33337.0,58424
33337.0,95904
33337.0,83859
33358.0,70172
33358.0,12124
33358.0,47902
33358.0,65057
33358.0,77641
33358.0,101972
33358.0,52029
33358.0,99694
33358.0,91207
33358.0,56578
33358.0,77960
33358.0,12802
33358.0,70782
33358.0,104878
33358.0,84482
33361.0,59518
33361.0,61642
33361.0,90316
33361.0,71607
33361.0,28229
33361.0,76680
33361.0,29856
33361.0,78759
33361.0,17768
33361.0,7311
33361.0,100731
33361.0,18564
33361.0,49421
33361.0,54491
33361.0,22588
33361.0,33216
33361.0,54595
33361.0,48937
33361.0,29667
33361.0,20365
33361.0,93406
33361.0,61078
33368.0,54036
33368.0,33135
33368.0,50840
33368.0,67018
33368.0,68284
33368.0,56692
33368.0,69606
33368.0,93104
33368.0,3950
33368.0,34493
33368.0,52080
33377.0,11347
33377.0,103960
33377.0,28042
33377.0,55849
33377.0,77968
33377.0,11025
33377.0,58373
33377.0,76360
33377.0,16742
33377.0,37755
33377.0,62363
33377.0,59943
33377.0,97956
33377.0,81527
33378.0,80870
33378.0,96385
33378.0,40391
33378.0,12855
33378.0,78763
33378.0,86637
33378.0,30770
33378.0,17549
33378.0,839
33378.0,77753
33378.0,79737
33378.0,45118
33378.0,22866
33386.0,28613
33386.0,105151
33386.0,5612
33386.0,77217
33386.0,14424
33386.0,31445
33386.0,3240
33386.0,42261
33386.0,20733
33386.0,46731
33386.0,26611
33386.0,97257
33386.0,66330
33386.0,49303
33386.0,75906
33386.0,31665
33386.0,14774
33386.0,35823
33386.0,97939
33386.0,61216
33386.0,58219
33386.0,28960
33386.0,28974
33386.0,14821
33386.0,48353
33391.0,15112
33391.0,50916
33391.0,59118
33391.0,93323
33391.0,36352
33391.0,66094
33391.0,15120
33391.0,74210
33391.0,35487
33391.0,37315
33391.0,54489
33391.0,75050
33391.0,55425
33391.0,15390
33391.0,22893
33395.0,57692
33395.0,84671
33395.0,59802
33395.0,19591
33395.0,91152
33395.0,66417
33395.0,19739
33395.0,26187
33395.0,23533
33395.0,73739
33395.0,32503
33395.0,16327
33414.0,65976
33414.0,86893
33414.0,15411
33414.0,78902
33414.0,105532
33414.0,296
33414.0,103991
33414.0,55579
33414.0,31880
33414.0,45754
33414.0,74037
33414.0,39063
33414.0,89549
33414.0,4316
33415.0,40475
33415.0,26721
33415.0,70346
33415.0,77794
33415.0,104243
33415.0,94780
33415.0,62493
33415.0,87070
33415.0,64901
33415.0,53704
33415.0,58356
33415.0,29417
33415.0,89333
33415.0,72360
33415.0,60756
33415.0,42808
33415.0,49515
33415.0,3550
33415.0,11205
33415.0,13720
33415.0,8879
33415.0,17856
33419.0,88743
33419.0,56789
33419.0,6059
33419.0,58614
33419.0,90755
33419.0,17269
33419.0,20722
33419.0,48070
33419.0,87673
33419.0,101258
33419.0,38490
33419.0,86868
33420.0,73163
33420.0,5691
33420.0,11649
33420.0,14288
33420.0,13640
33420.0,62862
33420.0,83243
33420.0,6569
33420.0,99578
33420.0,59508
33420.0,87697
33420.0,26955
33420.0,64517
33420.0,46618
33420.0,79866
33420.0,98028
33420.0,66145
33420.0,80522
33420.0,42888
33425.0,66455
33425.0,98144
33425.0,67575
33425.0,97556
33425.0,15711
33425.0,17085
33425.0,27959
33425.0,71293
33425.0,53691
33425.0,80270
33425.0,15641
33425.0,88650
33425.0,7976
33425.0,7237
33425.0,50660
33425.0,74725
33425.0,29688
33425.0,63675
33425.0,28638
33425.0,90582
33427.0,13172
33427.0,93196
33427.0,104988
33427.0,54685
33427.0,62236
33427.0,46594
33427.0,87897
33427.0,73747
33427.0,90531
33427.0,92502
33427.0,39808
33427.0,56227
33427.0,35214
33427.0,63596
33427.0,15389
33427.0,31628
33427.0,50052
33427.0,52775
33427.0,64074
33427.0,59662
33427.0,25559
33427.0,33553
33428.0,91520
33428.0,63785
33428.0,53480
33428.0,2398
33428.0,41170
33428.0,71033
33428.0,24994
33428.0,58889
33428.0,72949
33428.0,89939
33428.0,7824
33428.0,93528
33428.0,24384
33428.0,28879
33428.0,37768
33428.0,15211
33428.0,70613
33428.0,64700
33428.0,38489
33428.0,8796
33428.0,81875
33428.0,85287
33438.0,32048
33438.0,844
33438.0,40528
33438.0,88347
33438.0,104625
33438.0,82650
33438.0,57673
33438.0,77905
33438.0,55851
33438.0,98390
33438.0,62497
33438.0,26561
33438.0,23615
33438.0,77039
33438.0,56119
33438.0,6257
33442.0,43342
33442.0,52532
33442.0,94469
33442.0,74528
33442.0,84470
33442.0,100167
33442.0,98128
33442.0,53521
33442.0,38204
33442.0,11726
33442.0,76739
33442.0,25490
33442.0,28997
33442.0,2454
33442.0,61759
33442.0,104756
33442.0,51707
33443.0,70258
33443.0,38886
33443.0,39697
33443.0,104881
33443.0,12145
33443.0,26766
33443.0,99199
33443.0,20397
33443.0,56069
33443.0,37128
33443.0,30594
33443.0,69465
33443.0,88160
33443.0,37714
33443.0,1479
33443.0,32847
33443.0,53585
33443.0,22517
33443.0,101002
33443.0,53517
33443.0,56304
33443.0,93432
33443.0,89233
33443.0,85368
33446.0,34574
33446.0,20797
33446.0,67079
33446.0,61699
33446.0,14236
33446.0,103537
33446.0,32262
33446.0,92011
33446.0,66938
33446.0,57317
33446.0,101550
33447.0,59325
33447.0,64758
33447.0,80262
33447.0,13369
33447.0,81868
33447.0,27106
33447.0,32960
33447.0,33764
33447.0,24499
33447.0,36691
33447.0,78072
33447.0,98389
33447.0,22618
33447.0,65177
33447.0,37076
33447.0,11565
33447.0,3345
33447.0,11418
33447.0,7133
33447.0,49187
33447.0,85141
33447.0,26570
33447.0,18852
33447.0,44766
33447.0,9372
33449.0,102872
33449.0,15397
33449.0,32397
33449.0,81409
33449.0,15479
33449.0,81242
33449.0,6692
33449.0,666
33449.0,33444
33449.0,35659
33449.0,39186
33449.0,1744
33449.0,1239
33449.0,36360
33449.0,1930
33449.0,5111
33449.0,69568
33449.0,57429
33449.0,91615
33449.0,26367
33449.0,14436
33449.0,16195
33449.0,32847
33449.0,45180
33449.0,65298
33460.0,37484
33460.0,98514
33460.0,104882
33460.0,82280
33460.0,60592
33460.0,56410
33460.0,93942
33460.0,9701
33460.0,59406
33460.0,93742
33460.0,10300
33460.0,57467
33460.0,103036
33460.0,82154
33460.0,60945
33460.0,70936
33467.0,88602
33467.0,49682
33467.0,9501
33467.0,48278
33467.0,69890
33467.0,66389
33467.0,52192
33467.0,22173
33467.0,43949
33467.0,101797
33467.0,82454
33467.0,8052
33467.0,73940
33467.0,44521
33467.0,19950
33467.0,63707
33467.0,66646
33467.0,81667
33467.0,55866
33467.0,71195
33467.0,55778
33467.0,61478
33467.0,38306
33467.0,21024
33467.0,40599
33471.0,95342
33471.0,5954
33471.0,23969
33471.0,6228
33471.0,84013
33471.0,54930
33471.0,93573
33471.0,70954
33471.0,27181
33471.0,72679
33471.0,79773
33471.0,82754
33471.0,25415
33471.0,16251
33471.0,76815
33471.0,12359
33471.0,33575
33471.0,43527
33480.0,81835
33480.0,74785
33480.0,85201
33480.0,32945
33480.0,22788
33480.0,37515
33480.0,60668
33480.0,16991
33480.0,76272
33480.0,9450
33480.0,57776
33480.0,61475
33480.0,13115
33480.0,89818
33480.0,67198
33480.0,13417
33480.0,67522
33480.0,24032
33480.0,77040
33480.0,32652
33480.0,34997
33480.0,49628
33480.0,17390
33480.0,21075
33480.0,88786
33504.0,63076
33504.0,89860
33504.0,91951
33504.0,85893
33504.0,58070
33504.0,93828
33504.0,2640
33504.0,26172
33504.0,22716
33504.0,75197
33504.0,55831
33504.0,101111
33504.0,42530
33504.0,26448
33504.0,44421
33504.0,40744
33504.0,102433
33504.0,77753
33526.0,25170
33526.0,6793
33526.0,88598
33526.0,11635
33526.0,54242
33526.0,69080
33526.0,71447
33526.0,75328
33526.0,65259
33526.0,5895
33526.0,25367
33526.0,58895
33526.0,5793
33526.0,49919
33526.0,9495
33526.0,14865
33526.0,3505
33526.0,37379
33547.0,10236
33547.0,71469
33547.0,78547
33547.0,70538
33547.0,8236
33547.0,54351
33547.0,94226
33547.0,38609
33547.0,6876
33547.0,43515
33547.0,2140
33547.0,31990
33547.0,10165
33547.0,79042
33547.0,8367
33547.0,7420
33547.0,25457
33562.0,23441
33562.0,26803
33562.0,77830
33562.0,83273
33562.0,8246
33562.0,10207
33562.0,104655
33562.0,74649
33562.0,80026
33562.0,21215
33562.0,67324
33562.0,64654
33568.0,2067
33568.0,73495
33568.0,12124
33568.0,52327
33568.0,102740
33568.0,76164
33568.0,62454
33568.0,21503
33568.0,34187
33568.0,56923
33568.0,24517
33568.0,475
33568.0,46125
33568.0,17688
33568.0,58139
33568.0,88419
33568.0,47511
33568.0,98127
33568.0,44818
33568.0,72258
33568.0,82426
33569.0,100832
33569.0,35172
33569.0,68208
33569.0,55651
33569.0,48523
33569.0,17370
33569.0,35324
33569.0,86433
33569.0,78308
33569.0,103755
33577.0,62985
33577.0,58044
33577.0,74799
33577.0,16800
33577.0,21011
33577.0,67801
33577.0,63339
33577.0,31218
33577.0,19261
33577.0,23403
33577.0,5818
33577.0,1122
33577.0,48607
33577.0,95873
33577.0,22298
33577.0,90016
33577.0,80522
33577.0,514
33577.0,29417
33577.0,11555
33577.0,16965
33579.0,17386
33579.0,97819
33579.0,67607
33579.0,13339
33579.0,64956
33579.0,36470
33579.0,68732
33579.0,36104
33579.0,48900
33579.0,11556
33579.0,98689
33579.0,71723
33579.0,103224
33579.0,60976
33579.0,16046
33579.0,90059
33579.0,100833
33579.0,46820
33579.0,40871
33591.0,88611
33591.0,93419
33591.0,16942
33591.0,4582
33591.0,56692
33591.0,74576
33591.0,61060
33591.0,38043
33591.0,51286
33591.0,87210
33591.0,25992
33591.0,103432
33591.0,46352
33591.0,63837
33591.0,17297
33591.0,97669
33591.0,91079
33592.0,97890
33592.0,7128
33592.0,82496
33592.0,71075
33592.0,30713
33592.0,87875
33592.0,74643
33592.0,14932
33592.0,31529
33592.0,35445
33592.0,99350
33592.0,53397
33592.0,33356
33592.0,10392
33596.0,5699
33596.0,97435
33596.0,98476
33596.0,25615
33596.0,46810
33596.0,78034
33596.0,43972
33596.0,75085
33596.0,75601
33596.0,68774
33596.0,95150
33596.0,55889
33596.0,70688
33596.0,62748
33596.0,72917
33596.0,35993
33596.0,31347
33596.0,80361
33596.0,14306
33596.0,48779
33596.0,69056
33596.0,6404
33596.0,37336
33599.0,98953
33599.0,93990
33599.0,87646
33599.0,36607
33599.0,89110
33599.0,28124
33599.0,40129
33599.0,76994
33599.0,20332
33599.0,59132
33599.0,90486
33599.0,64835
33599.0,14682
33599.0,57998
33599.0,104352
33599.0,56767
33599.0,67960
33599.0,99120
33599.0,30412
33599.0,50610
33599.0,763
33599.0,28478
33599.0,61704
33604.0,21810
33604.0,45912
33604.0,75607
33604.0,89011
33604.0,47844
33604.0,46534
33604.0,44276
33604.0,105426
33604.0,92466
33604.0,76917
33604.0,12393
33604.0,77537
33604.0,64270
33604.0,13434
33604.0,75291
33604.0,30461
33604.0,94788
33604.0,65158
33604.0,36223
33604.0,69557
33604.0,24771
33606.0,28916
33606.0,47161
33606.0,95162
33606.0,77646
33606.0,78708
33606.0,49216
33606.0,10343
33606.0,103187
33606.0,99633
33606.0,85164
33606.0,22177
33606.0,9725
33606.0,41271
33606.0,51925
33606.0,7510
33606.0,81349
33606.0,10839
33606.0,88355
33606.0,67049
33606.0,78834
33606.0,29358
33606.0,2784
33606.0,44546
33606.0,34329
33606.0,21962
33609.0,50947
33609.0,39723
33609.0,100446
33609.0,51504
33609.0,40598
33609.0,5938
33609.0,8102
33609.0,7369
33609.0,66149
33609.0,47419
33609.0,46914
33609.0,82487
33609.0,104847
33609.0,30410
33609.0,25090
33615.0,81366
33615.0,80559
33615.0,16944
33615.0,12662
33615.0,21397
33615.0,96651
33615.0,77400
33615.0,60049
33615.0,53711
33615.0,54995
33615.0,93504
33615.0,61021
33623.0,42881
33623.0,59225
33623.0,1276
33623.0,12767
33623.0,63749
33623.0,78683
33623.0,32976
33623.0,51091
33623.0,41301
33623.0,54740
33623.0,35515
33623.0,53901
33623.0,64925
33623.0,85571
33623.0,79286
33623.0,32160
33623.0,12679
33623.0,43644
33623.0,47930
33623.0,12519
33623.0,103714
33623.0,29006
33623.0,60358
33632.0,89359
33632.0,87707
33632.0,15944
33632.0,31868
33632.0,5435
33632.0,32859
33632.0,38602
33632.0,86602
33632.0,87562
33632.0,87969
33632.0,70317
33635.0,48119
33635.0,67747
33635.0,19922
33635.0,62902
33635.0,8192
33635.0,91330
33635.0,45122
33635.0,42708
33635.0,53538
33635.0,44875
33635.0,5865
33635.0,65901
33635.0,72170
33635.0,44496
33640.0,59956
33640.0,14224
33640.0,7580
33640.0,67006
33640.0,34105
33640.0,76461
33640.0,29380
33640.0,58434
33640.0,72567
33640.0,81023
33640.0,21041
33640.0,58227
33640.0,72616
33640.0,87971
33640.0,72107
33645.0,53647
33645.0,22720
33645.0,37327
33645.0,10548
33645.0,84915
33645.0,48550
33645.0,38428
33645.0,98003
33645.0,64794
33645.0,44621
33645.0,67015
33647.0,81893
33647.0,24462
33647.0,74921
33647.0,32556
33647.0,60412
33647.0,45285
33647.0,62757
33647.0,23342
33647.0,75866
33647.0,21410
33648.0,93626
33648.0,99024
33648.0,19014
33648.0,60996
33648.0,92696
33648.0,70836
33648.0,96583
33648.0,57812
33648.0,11919
33648.0,20392
33648.0,80089
33648.0,41803
33648.0,23677
33648.0,94478
33648.0,33818
33648.0,47713
33648.0,25998
33648.0,13491
33649.0,17995
33649.0,93469
