id,keyword,start_time,end_time
8540,14,2020-01-24,2020-07-10
8540,41,2020-01-09,2020-05-31
8540,46,2020-05-28,2020-05-31
8540,67,2020-07-02,2020-10-17
8540,20,2020-09-22,2020-12-10
8540,54,2020-06-24,2020-11-20
8541,42,2020-02-04,2020-08-06
8541,26,2020-01-02,2020-12-06
8541,13,2020-07-21,2020-10-24
8541,35,2020-05-03,2020-12-29
8541,47,2020-10-01,2020-10-23
8541,33,2020-04-05,2020-12-07
8541,56,2020-01-15,2020-12-23
8541,10,2020-01-28,2020-09-16
8541,67,2020-06-16,2020-08-13
8541,37,2020-07-08,2020-11-07
8541,0,2020-05-04,2020-09-26
8543,21,2020-06-04,2020-12-24
8543,54,2020-04-09,2020-05-02
8543,0,2020-01-03,2020-01-17
8545,39,2020-05-08,2020-09-08
8545,45,2020-10-06,2020-11-27
8545,30,2020-03-23,2020-09-06
8546,67,2020-05-16,2020-12-06
8546,36,2020-09-29,2020-11-05
8546,63,2020-04-27,2020-07-25
8546,42,2020-04-10,2020-06-27
8546,44,2020-08-03,2020-10-24
8546,12,2020-02-14,2020-07-25
8546,66,2020-02-18,2020-11-07
8546,5,2020-01-29,2020-10-17
8546,35,2020-04-19,2020-05-11
8546,5,2020-03-13,2020-07-31
8546,15,2020-04-28,2020-10-04
8549,52,2020-06-23,2020-10-23
8549,7,2020-02-01,2020-10-19
8549,23,2020-05-14,2020-07-09
8549,64,2020-06-17,2020-06-19
8549,28,2020-08-27,2020-10-14
8549,61,2020-02-04,2020-03-18
8549,24,2020-01-07,2020-10-15
8549,25,2020-07-15,2020-11-24
8549,43,2020-01-19,2020-02-02
8549,72,2020-09-19,2020-10-17
8551,64,2020-06-11,2020-07-15
8551,38,2020-11-09,2020-12-30
8551,42,2020-08-15,2020-11-04
8551,41,2020-03-06,2020-07-07
8551,6,2020-01-27,2020-08-16
8551,5,2020-01-16,2020-01-30
8551,10,2020-07-10,2020-08-30
8551,17,2020-03-07,2020-07-02
8551,25,2020-03-02,2020-09-25
8551,62,2020-03-07,2020-07-10
8551,34,2020-03-13,2020-08-15
8551,26,2020-06-01,2020-09-01
8552,10,2020-10-30,2020-12-28
8552,6,2020-05-21,2020-07-06
8552,19,2020-02-17,2020-07-22
8552,73,2020-03-02,2020-07-05
8552,60,2020-03-21,2020-05-28
8552,72,2020-05-18,2020-08-20
8552,60,2020-01-09,2020-09-07
8552,61,2020-06-02,2020-06-27
8552,4,2020-06-12,2020-07-20
8552,20,2020-04-26,2020-09-26
8552,66,2020-03-13,2020-11-25
8552,66,2020-02-17,2020-12-10
8552,63,2020-07-27,2020-10-24
8552,58,2020-09-13,2020-11-18
8552,26,2020-04-23,2020-07-09
8554,24,2020-03-30,2020-12-16
8554,71,2020-04-13,2020-11-06
8555,54,2020-03-22,2020-07-05
8555,55,2020-11-19,2020-11-22
8555,59,2020-01-05,2020-10-08
8555,7,2020-03-03,2020-12-03
8555,63,2020-04-08,2020-05-31
8555,8,2020-04-19,2020-11-02
8557,4,2020-04-07,2020-08-23
8557,29,2020-08-09,2020-09-08
8557,67,2020-04-16,2020-06-28
8557,36,2020-01-24,2020-10-23
8557,9,2020-03-13,2020-09-11
8557,39,2020-04-01,2020-09-11
8557,41,2020-03-10,2020-08-10
8557,62,2020-04-06,2020-12-15
8557,47,2020-06-08,2020-08-01
8557,67,2020-02-20,2020-10-05
8557,16,2020-07-11,2020-11-26
8557,36,2020-01-14,2020-08-11
8557,46,2020-05-22,2020-05-29
8557,16,2020-09-28,2020-12-27
8558,68,2020-03-08,2020-08-21
8558,27,2020-02-24,2020-10-28
8558,71,2020-09-20,2020-10-11
8558,21,2020-07-05,2020-12-03
8558,64,2020-01-20,2020-10-25
8559,42,2020-07-18,2020-12-02
8559,62,2020-06-22,2020-09-12
8559,5,2020-05-08,2020-08-14
8559,15,2020-02-03,2020-04-06
8559,6,2020-06-19,2020-07-04
8559,23,2020-04-22,2020-09-22
8559,22,2020-08-06,2020-11-18
8559,54,2020-02-19,2020-05-04
8559,16,2020-03-12,2020-07-07
8559,38,2020-01-23,2020-03-12
8559,3,2020-06-09,2020-07-13
8559,2,2020-03-04,2020-08-06
8559,8,2020-04-29,2020-04-30
8559,71,2020-09-26,2020-12-23
8559,0,2020-08-02,2020-11-19
8563,6,2020-05-07,2020-05-11
8563,12,2020-04-22,2020-10-18
8563,18,2020-10-25,2020-12-13
8563,53,2020-05-29,2020-12-11
8563,45,2020-01-16,2020-07-23
8563,43,2020-07-28,2020-08-22
8563,66,2020-04-21,2020-07-30
8563,71,2020-10-17,2020-10-20
8563,68,2020-01-04,2020-09-09
8564,65,2020-03-28,2020-08-19
8564,35,2020-06-30,2020-12-16
8564,59,2020-01-12,2020-02-01
8564,21,2020-08-15,2020-09-11
8564,30,2020-08-17,2020-11-04
8564,14,2020-08-03,2020-10-12
8565,32,2020-01-02,2020-08-28
8565,46,2020-01-08,2020-04-26
8565,23,2020-05-11,2020-10-19
8565,8,2020-05-07,2020-05-28
8565,1,2020-02-15,2020-03-13
8565,49,2020-04-17,2020-05-17
8565,20,2020-03-08,2020-11-18
8565,71,2020-03-05,2020-06-01
8565,25,2020-02-10,2020-03-25
8565,75,2020-04-10,2020-08-31
8568,34,2020-08-07,2020-08-18
8570,18,2020-03-12,2020-09-20
8570,29,2020-04-11,2020-10-21
8570,2,2020-04-27,2020-05-13
8570,27,2020-01-10,2020-09-06
8570,31,2020-03-15,2020-03-29
8570,33,2020-05-09,2020-09-11
8570,16,2020-06-03,2020-09-11
8570,39,2020-07-25,2020-10-29
8570,31,2020-02-12,2020-05-15
8570,6,2020-05-13,2020-12-04
8570,10,2020-02-01,2020-11-20
8570,9,2020-01-31,2020-02-24
8570,5,2020-01-01,2020-11-13
8570,37,2020-05-14,2020-06-07
8571,16,2020-05-21,2020-08-19
8571,23,2020-10-09,2020-10-10
8571,73,2020-01-12,2020-05-16
8571,29,2020-04-29,2020-11-06
8571,28,2020-03-04,2020-04-14
8571,74,2020-04-29,2020-06-28
8571,4,2020-01-12,2020-06-08
8571,65,2020-03-07,2020-10-27
8571,33,2020-07-31,2020-12-23
8571,75,2020-08-05,2020-09-26
8571,54,2020-05-13,2020-11-28
8571,21,2020-03-23,2020-04-30
8571,39,2020-01-05,2020-10-10
8571,28,2020-08-05,2020-08-10
8580,48,2020-06-14,2020-08-17
8580,2,2020-04-19,2020-09-03
8580,5,2020-09-26,2020-11-20
8580,70,2020-04-09,2020-07-20
8580,47,2020-03-10,2020-11-18
8580,24,2020-03-29,2020-10-22
8580,47,2020-09-03,2020-12-14
8580,48,2020-03-16,2020-08-19
8580,53,2020-06-03,2020-10-28
8580,63,2020-03-29,2020-11-12
8580,61,2020-09-24,2020-11-08
8580,30,2020-02-29,2020-07-03
8581,3,2020-04-21,2020-06-19
8581,34,2020-06-02,2020-06-18
8581,40,2020-01-14,2020-07-19
8581,52,2020-03-19,2020-08-04
8581,2,2020-02-28,2020-06-14
8581,44,2020-01-10,2020-07-30
8581,17,2020-06-26,2020-09-25
8581,56,2020-06-15,2020-09-03
8581,9,2020-03-19,2020-05-13
8581,34,2020-04-12,2020-11-29
8582,41,2020-03-17,2020-10-15
8582,2,2020-08-07,2020-11-27
8582,21,2020-06-24,2020-09-22
8582,32,2020-07-13,2020-11-12
8582,18,2020-04-02,2020-07-06
8582,13,2020-03-01,2020-04-20
8582,53,2020-06-29,2020-10-18
8582,19,2020-03-09,2020-10-19
8582,39,2020-08-15,2020-11-16
8582,68,2020-08-07,2020-12-18
8582,28,2020-08-09,2020-08-14
8582,44,2020-03-01,2020-11-06
8583,45,2020-02-02,2020-05-15
8585,13,2020-03-31,2020-11-12
8585,12,2020-02-01,2020-04-20
8585,60,2020-03-11,2020-10-24
8585,50,2020-01-20,2020-12-20
8585,28,2020-03-27,2020-06-17
8585,74,2020-05-01,2020-12-30
8585,49,2020-10-16,2020-12-24
8585,47,2020-05-06,2020-08-09
8585,2,2020-04-11,2020-07-10
8585,56,2020-10-03,2020-11-26
8585,52,2020-11-10,2020-11-19
8585,64,2020-04-05,2020-08-01
8585,75,2020-02-28,2020-12-16
8585,75,2020-03-13,2020-06-27
8585,5,2020-06-14,2020-08-01
8587,6,2020-11-01,2020-12-13
8587,60,2020-07-23,2020-08-28
8587,23,2020-03-27,2020-06-29
8587,50,2020-01-28,2020-03-13
8587,47,2020-03-29,2020-05-18
8587,52,2020-04-27,2020-05-28
8587,35,2020-07-03,2020-10-04
8587,74,2020-03-14,2020-07-24
8587,11,2020-02-11,2020-09-23
8587,30,2020-01-11,2020-03-31
8587,15,2020-03-02,2020-04-29
8588,43,2020-12-07,2020-12-09
8588,14,2020-01-28,2020-11-24
8588,10,2020-04-05,2020-12-05
8588,48,2020-01-31,2020-05-06
8588,11,2020-08-04,2020-09-19
8588,61,2020-02-25,2020-03-09
8588,72,2020-05-11,2020-05-23
8588,61,2020-05-09,2020-09-15
8588,69,2020-02-11,2020-12-17
8588,69,2020-03-25,2020-05-18
8588,21,2020-02-10,2020-11-17
8588,56,2020-01-12,2020-11-06
8588,33,2020-04-18,2020-10-07
8588,35,2020-02-04,2020-11-01
8588,32,2020-04-27,2020-05-19
8589,61,2020-08-23,2020-11-28
8589,3,2020-07-29,2020-11-26
8589,5,2020-03-28,2020-12-27
8589,8,2020-07-26,2020-12-25
8589,26,2020-04-14,2020-08-27
8589,44,2020-03-10,2020-09-19
8589,46,2020-05-04,2020-12-01
8589,31,2020-06-30,2020-11-02
8589,3,2020-04-18,2020-11-09
8589,0,2020-09-27,2020-11-01
8589,1,2020-07-01,2020-11-09
8591,58,2020-03-05,2020-10-31
8591,33,2020-02-06,2020-08-06
8591,30,2020-02-05,2020-06-16
8591,52,2020-09-27,2020-10-26
8591,46,2020-11-05,2020-12-19
8591,22,2020-04-03,2020-07-20
8591,44,2020-07-14,2020-08-10
8591,66,2020-05-24,2020-12-21
8591,30,2020-06-17,2020-08-26
8591,47,2020-07-09,2020-12-18
8591,59,2020-02-19,2020-05-09
8591,68,2020-01-26,2020-02-03
8591,18,2020-06-15,2020-12-29
8592,15,2020-05-13,2020-11-04
8593,1,2020-04-21,2020-05-22
8593,1,2020-10-28,2020-12-07
8593,19,2020-03-27,2020-05-30
8593,7,2020-05-18,2020-05-19
8593,35,2020-01-06,2020-08-06
8593,1,2020-07-28,2020-10-07
8593,42,2020-02-12,2020-12-25
8593,75,2020-01-27,2020-03-19
8593,64,2020-02-23,2020-11-20
8593,50,2020-04-04,2020-11-10
8595,8,2020-06-17,2020-12-17
8595,19,2020-05-14,2020-09-30
8595,20,2020-03-25,2020-04-12
8595,53,2020-05-09,2020-06-13
8595,1,2020-08-13,2020-11-12
8595,41,2020-01-04,2020-09-02
8595,75,2020-01-20,2020-10-20
8595,24,2020-07-16,2020-08-18
8595,41,2020-05-15,2020-09-13
8595,59,2020-01-29,2020-10-21
8595,37,2020-02-11,2020-10-31
8595,5,2020-04-27,2020-11-16
8596,61,2020-07-25,2020-08-01
8596,0,2020-01-22,2020-05-13
8596,64,2020-05-14,2020-10-04
8596,2,2020-02-02,2020-09-21
8596,33,2020-04-06,2020-10-08
8596,34,2020-08-14,2020-11-08
8596,22,2020-02-08,2020-12-09
8596,40,2020-10-27,2020-11-05
8596,41,2020-03-30,2020-08-09
8596,6,2020-06-21,2020-07-25
8596,34,2020-07-14,2020-08-12
8596,31,2020-09-01,2020-12-03
8596,31,2020-07-18,2020-08-05
8597,65,2020-03-12,2020-08-20
8597,31,2020-05-18,2020-10-25
8597,14,2020-05-12,2020-10-09
8597,27,2020-02-21,2020-04-03
8598,52,2020-01-25,2020-05-16
8598,27,2020-02-06,2020-07-23
8598,44,2020-03-24,2020-12-03
8598,24,2020-02-08,2020-09-18
8598,29,2020-01-05,2020-03-05
8598,39,2020-05-02,2020-06-10
8600,51,2020-07-06,2020-12-01
8600,65,2020-04-08,2020-08-02
8600,56,2020-04-07,2020-06-15
8600,50,2020-06-23,2020-10-03
8600,40,2020-09-16,2020-10-05
8632,10,2020-03-08,2020-04-21
8632,15,2020-01-30,2020-04-15
8632,1,2020-02-24,2020-05-19
8632,8,2020-01-01,2020-03-13
8633,18,2020-01-10,2020-10-09
8633,46,2020-09-26,2020-11-10
8633,60,2020-06-23,2020-09-26
8637,36,2020-08-19,2020-09-29
8637,6,2020-04-13,2020-10-21
8637,25,2020-01-05,2020-11-10
8637,58,2020-01-22,2020-10-26
8637,21,2020-01-13,2020-08-25
8637,58,2020-05-07,2020-11-03
8637,11,2020-04-14,2020-10-27
8637,60,2020-01-28,2020-10-12
8637,68,2020-03-09,2020-10-18
8637,1,2020-03-17,2020-03-19
8637,57,2020-07-28,2020-09-12
8637,34,2020-09-27,2020-12-11
8637,10,2020-03-08,2020-10-08
8638,8,2020-09-07,2020-12-06
8638,45,2020-02-09,2020-10-08
8638,29,2020-05-17,2020-10-25
8638,52,2020-07-01,2020-07-27
8638,1,2020-06-17,2020-11-11
8638,11,2020-08-20,2020-11-17
8639,36,2020-01-29,2020-06-03
8639,55,2020-01-10,2020-04-24
8639,6,2020-03-14,2020-10-17
8639,57,2020-05-11,2020-10-17
8639,33,2020-02-04,2020-07-12
8639,68,2020-04-26,2020-07-02
8639,64,2020-05-20,2020-12-23
8639,36,2020-09-17,2020-09-20
8639,28,2020-01-13,2020-04-19
8639,1,2020-02-06,2020-10-19
8639,45,2020-05-09,2020-07-09
8644,13,2020-08-23,2020-11-14
8649,20,2020-01-03,2020-09-02
8649,56,2020-03-05,2020-08-08
8649,17,2020-01-10,2020-12-27
8649,47,2020-09-30,2020-11-22
8649,34,2020-08-02,2020-10-02
8649,5,2020-01-10,2020-12-24
8650,20,2020-06-14,2020-10-14
8650,53,2020-08-06,2020-09-30
8650,32,2020-09-13,2020-11-04
8650,55,2020-04-20,2020-09-26
8650,11,2020-01-09,2020-03-10
8650,6,2020-01-27,2020-02-03
8650,2,2020-03-26,2020-06-26
8650,9,2020-05-10,2020-05-11
8650,21,2020-03-27,2020-11-20
8650,63,2020-05-18,2020-08-30
8650,22,2020-01-22,2020-03-02
8650,18,2020-02-26,2020-12-15
8650,60,2020-04-16,2020-05-24
8651,72,2020-07-26,2020-08-22
8651,23,2020-01-31,2020-02-08
8651,33,2020-03-17,2020-05-27
8651,56,2020-07-13,2020-11-17
8651,43,2020-12-03,2020-12-11
8651,58,2020-02-15,2020-04-01
8651,4,2020-02-06,2020-12-11
8651,66,2020-04-18,2020-09-13
8651,13,2020-05-14,2020-09-25
8651,72,2020-04-25,2020-11-09
8665,19,2020-09-23,2020-12-02
8665,47,2020-07-18,2020-11-29
8665,2,2020-05-16,2020-06-08
8665,30,2020-03-29,2020-10-03
8665,28,2020-03-27,2020-07-07
8665,19,2020-09-08,2020-10-22
8665,63,2020-02-09,2020-07-12
8665,11,2020-05-19,2020-10-07
8665,70,2020-08-23,2020-09-16
8665,21,2020-02-26,2020-04-04
8665,68,2020-05-11,2020-05-18
8665,27,2020-06-16,2020-08-03
8665,30,2020-02-02,2020-08-15
8665,6,2020-05-01,2020-08-22
8668,60,2020-03-31,2020-04-30
8668,4,2020-02-03,2020-06-01
8668,44,2020-02-09,2020-11-16
8668,16,2020-01-27,2020-05-09
8668,30,2020-02-11,2020-10-18
8668,71,2020-08-26,2020-11-17
8668,28,2020-03-14,2020-04-10
8668,33,2020-03-27,2020-10-26
8668,74,2020-06-06,2020-09-25
8668,53,2020-05-02,2020-05-29
8668,50,2020-05-17,2020-06-13
8668,31,2020-02-24,2020-08-12
8668,34,2020-03-10,2020-09-09
8668,40,2020-01-29,2020-05-29
8668,55,2020-02-20,2020-04-14
8669,20,2020-10-20,2020-12-08
8669,20,2020-01-25,2020-04-07
8669,52,2020-01-04,2020-01-09
8670,50,2020-01-22,2020-03-05
8670,26,2020-04-06,2020-12-25
8670,41,2020-01-21,2020-09-29
8670,46,2020-04-02,2020-07-20
8670,32,2020-01-02,2020-04-12
8670,36,2020-01-25,2020-02-09
8670,54,2020-04-27,2020-06-25
8670,5,2020-01-22,2020-11-19
8670,66,2020-06-11,2020-07-26
8670,46,2020-08-01,2020-12-24
8670,47,2020-03-24,2020-06-08
8670,58,2020-01-15,2020-05-07
8670,7,2020-07-07,2020-10-08
8670,63,2020-03-15,2020-12-21
8670,33,2020-02-25,2020-08-10
8676,65,2020-03-26,2020-04-02
8676,12,2020-01-02,2020-12-25
8676,68,2020-05-28,2020-12-29
8676,20,2020-04-12,2020-05-31
8678,26,2020-03-24,2020-09-11
8678,33,2020-08-03,2020-10-06
8678,51,2020-03-22,2020-06-10
8678,10,2020-03-12,2020-08-05
8678,56,2020-05-20,2020-10-05
8678,38,2020-02-13,2020-07-14
8678,66,2020-05-23,2020-11-29
8678,75,2020-04-11,2020-07-05
8678,21,2020-04-23,2020-10-16
8678,4,2020-07-05,2020-10-27
8678,52,2020-01-28,2020-11-13
8678,13,2020-01-25,2020-07-24
8678,37,2020-02-05,2020-03-24
8681,74,2020-10-20,2020-12-26
8681,18,2020-01-19,2020-08-16
8681,32,2020-01-16,2020-03-18
8681,42,2020-09-25,2020-11-17
8681,70,2020-01-18,2020-03-28
8681,0,2020-07-06,2020-08-19
8681,49,2020-04-17,2020-09-10
8681,10,2020-01-07,2020-10-27
8681,36,2020-02-27,2020-03-04
8681,50,2020-02-15,2020-07-01
8681,67,2020-04-06,2020-09-12
8681,26,2020-03-13,2020-03-21
8681,29,2020-05-27,2020-11-23
8681,0,2020-06-28,2020-07-09
8683,40,2020-03-17,2020-07-31
8683,31,2020-01-23,2020-06-10
8683,53,2020-05-28,2020-11-24
8683,66,2020-06-08,2020-10-18
8683,39,2020-03-18,2020-04-26
8683,11,2020-01-11,2020-03-30
8683,58,2020-04-12,2020-05-01
8683,48,2020-03-07,2020-08-13
8683,63,2020-04-20,2020-08-13
8683,20,2020-03-27,2020-12-09
8683,48,2020-01-16,2020-10-24
8683,58,2020-01-15,2020-02-29
8683,27,2020-12-03,2020-12-28
8683,41,2020-06-28,2020-10-26
8688,44,2020-05-09,2020-05-18
8688,37,2020-04-11,2020-05-09
8688,53,2020-09-14,2020-12-14
8688,63,2020-06-03,2020-09-18
8688,10,2020-06-17,2020-10-31
8688,38,2020-08-26,2020-11-16
8688,33,2020-04-12,2020-12-25
8688,25,2020-01-03,2020-11-14
8690,15,2020-05-03,2020-08-23
8690,49,2020-02-25,2020-05-19
8690,29,2020-05-27,2020-11-17
8690,3,2020-02-14,2020-06-02
8690,37,2020-01-18,2020-03-09
8690,24,2020-04-03,2020-08-03
8690,30,2020-03-21,2020-11-16
8690,47,2020-09-17,2020-09-21
8690,49,2020-04-14,2020-05-20
8690,50,2020-01-27,2020-12-14
8691,6,2020-08-09,2020-10-18
8691,0,2020-02-08,2020-08-11
8691,42,2020-06-01,2020-08-03
8691,69,2020-03-07,2020-11-04
8691,71,2020-05-28,2020-09-30
8691,28,2020-03-02,2020-12-07
8691,27,2020-01-12,2020-08-21
8693,16,2020-02-03,2020-05-04
8693,33,2020-02-13,2020-07-17
8693,63,2020-01-01,2020-06-13
8693,52,2020-07-08,2020-10-04
8693,1,2020-05-31,2020-09-15
8693,37,2020-01-30,2020-11-17
8693,59,2020-03-15,2020-03-24
8697,51,2020-04-02,2020-05-22
8697,55,2020-08-22,2020-10-08
8697,44,2020-02-02,2020-05-20
8697,10,2020-06-16,2020-10-22
8697,58,2020-06-17,2020-09-29
8697,59,2020-02-21,2020-03-06
8697,7,2020-02-20,2020-12-26
8697,52,2020-01-02,2020-08-11
8699,17,2020-06-06,2020-08-27
8699,42,2020-10-04,2020-12-05
8699,16,2020-07-14,2020-08-15
8699,6,2020-01-21,2020-01-25
8699,30,2020-09-28,2020-10-15
8699,59,2020-01-08,2020-02-18
8699,52,2020-10-20,2020-11-09
8699,26,2020-06-30,2020-08-22
8701,55,2020-07-04,2020-07-07
8701,19,2020-11-15,2020-12-28
8705,15,2020-05-14,2020-06-25
8705,31,2020-05-23,2020-08-12
8706,0,2020-01-06,2020-08-22
8706,40,2020-04-02,2020-11-25
8706,0,2020-05-24,2020-12-09
8706,53,2020-03-05,2020-05-11
8706,32,2020-02-25,2020-06-06
8706,61,2020-03-29,2020-05-15
8706,62,2020-05-19,2020-06-05
8706,42,2020-04-05,2020-09-03
8706,43,2020-06-11,2020-10-30
8707,48,2020-06-27,2020-12-28
8707,47,2020-05-08,2020-06-16
8707,51,2020-01-29,2020-07-05
8707,32,2020-03-01,2020-09-23
8707,30,2020-03-08,2020-05-23
8707,38,2020-06-20,2020-07-10
8707,55,2020-07-05,2020-07-12
8707,49,2020-06-16,2020-11-18
8707,57,2020-03-02,2020-05-10
8707,63,2020-10-08,2020-10-22
8707,38,2020-05-05,2020-11-02
8707,16,2020-09-04,2020-09-18
8707,38,2020-05-21,2020-10-07
8707,40,2020-03-03,2020-06-07
8710,55,2020-06-12,2020-08-06
8739,27,2020-05-11,2020-09-27
8739,54,2020-09-24,2020-10-21
8739,13,2020-06-01,2020-12-24
8739,33,2020-02-10,2020-04-04
8769,55,2020-01-02,2020-02-14
8769,52,2020-05-27,2020-08-13
8769,25,2020-07-03,2020-12-26
8769,6,2020-07-17,2020-08-28
8769,10,2020-01-23,2020-09-26
8769,20,2020-01-17,2020-12-30
8769,66,2020-12-12,2020-12-30
8769,12,2020-03-31,2020-08-19
8769,55,2020-03-10,2020-05-28
8769,33,2020-08-22,2020-10-26
8769,46,2020-11-18,2020-12-25
8769,17,2020-07-06,2020-12-03
8769,26,2020-03-25,2020-11-30
8769,45,2020-01-14,2020-06-15
8769,68,2020-06-21,2020-10-24
8772,59,2020-07-29,2020-10-15
8786,4,2020-03-06,2020-09-27
8786,25,2020-05-12,2020-12-18
8786,25,2020-03-18,2020-06-16
8786,46,2020-04-09,2020-09-10
8786,67,2020-08-13,2020-12-06
8786,16,2020-09-24,2020-12-12
8786,53,2020-02-19,2020-09-01
8834,58,2020-10-24,2020-12-19
8834,66,2020-01-25,2020-08-27
8834,13,2020-03-15,2020-10-07
8834,37,2020-01-13,2020-05-21
8834,43,2020-05-13,2020-12-25
8834,27,2020-03-04,2020-03-19
8859,18,2020-02-25,2020-03-06
8859,71,2020-04-29,2020-12-15
8859,4,2020-04-17,2020-04-29
8859,39,2020-04-27,2020-07-16
8859,55,2020-02-06,2020-05-09
8859,27,2020-03-06,2020-04-24
8883,19,2020-04-20,2020-12-14
8883,67,2020-01-26,2020-05-24
8883,31,2020-07-28,2020-10-27
8883,50,2020-06-15,2020-11-24
8883,32,2020-07-23,2020-12-28
8883,43,2020-04-04,2020-11-03
8887,17,2020-08-07,2020-12-23
8887,55,2020-10-08,2020-12-30
8887,36,2020-04-09,2020-10-01
8887,38,2020-04-03,2020-11-23
8887,0,2020-03-23,2020-04-07
8887,39,2020-05-12,2020-12-25
8887,74,2020-03-23,2020-11-27
8887,3,2020-07-12,2020-12-07
8887,62,2020-01-25,2020-05-24
8887,40,2020-04-01,2020-07-02
8908,65,2020-09-15,2020-09-25
8921,34,2020-03-27,2020-12-25
8921,43,2020-01-28,2020-04-20
8921,70,2020-03-26,2020-09-18
8945,1,2020-01-18,2020-08-12
8945,48,2020-02-12,2020-08-13
8945,9,2020-06-09,2020-10-02
8948,49,2020-05-01,2020-12-27
8948,43,2020-06-21,2020-08-26
8948,51,2020-01-07,2020-03-16
8948,52,2020-01-24,2020-04-19
8948,35,2020-07-23,2020-08-15
8948,5,2020-01-25,2020-03-21
8948,70,2020-06-21,2020-10-09
8948,3,2020-07-17,2020-12-08
8948,13,2020-06-06,2020-08-16
8948,35,2020-03-05,2020-03-26
8948,41,2020-11-29,2020-12-18
8948,1,2020-04-25,2020-05-27
8948,53,2020-06-14,2020-10-28
8948,25,2020-01-23,2020-05-31
8948,54,2020-02-24,2020-10-10
8950,40,2020-06-17,2020-12-12
8950,34,2020-06-09,2020-08-15
8950,38,2020-10-30,2020-12-20
8950,47,2020-07-19,2020-11-10
8950,19,2020-06-11,2020-12-09
8950,27,2020-07-28,2020-10-02
8950,47,2020-06-30,2020-09-30
8964,46,2020-02-01,2020-09-27
8964,15,2020-03-08,2020-11-03
8964,37,2020-08-17,2020-12-10
8964,59,2020-06-02,2020-12-11
8964,13,2020-10-27,2020-11-04
8964,60,2020-01-16,2020-06-12
8964,3,2020-02-27,2020-09-21
8964,72,2020-03-29,2020-09-18
8964,5,2020-05-18,2020-12-19
8964,31,2020-04-06,2020-09-03
8964,25,2020-02-11,2020-07-12
8964,7,2020-03-27,2020-04-17
8996,52,2020-01-24,2020-03-08
9013,37,2020-03-12,2020-05-01
9013,50,2020-07-22,2020-09-22
9013,71,2020-01-11,2020-11-11
9013,75,2020-01-09,2020-12-28
9013,35,2020-05-11,2020-06-02
9013,37,2020-09-07,2020-10-13
9013,39,2020-05-29,2020-09-03
9013,33,2020-07-15,2020-09-21
9013,53,2020-04-12,2020-12-03
9013,27,2020-01-30,2020-03-15
9013,15,2020-01-05,2020-04-17
9013,19,2020-02-26,2020-12-16
9013,47,2020-09-13,2020-12-29
9013,67,2020-03-20,2020-11-22
9013,6,2020-01-30,2020-07-07
9022,63,2020-09-27,2020-12-05
9022,44,2020-06-28,2020-09-03
9033,44,2020-01-27,2020-08-21
9033,50,2020-01-24,2020-10-25
9033,55,2020-04-11,2020-11-30
9033,28,2020-01-12,2020-02-03
9033,14,2020-05-29,2020-06-29
9045,15,2020-02-04,2020-11-18
9045,72,2020-03-07,2020-04-09
9046,60,2020-03-19,2020-05-29
9046,38,2020-08-22,2020-09-17
9046,33,2020-06-05,2020-07-24
9046,24,2020-04-13,2020-07-14
9048,48,2020-02-17,2020-05-01
9048,71,2020-10-04,2020-11-20
9048,52,2020-05-08,2020-11-22
9048,7,2020-02-23,2020-11-22
9048,61,2020-03-03,2020-05-01
9062,12,2020-07-08,2020-12-05
9062,38,2020-04-16,2020-09-19
9062,8,2020-10-06,2020-12-08
9062,70,2020-10-12,2020-10-15
9062,35,2020-01-16,2020-10-11
9062,65,2020-01-03,2020-09-07
9062,34,2020-08-18,2020-12-03
9062,73,2020-04-21,2020-07-01
9062,54,2020-05-08,2020-08-04
9062,42,2020-06-28,2020-09-18
9062,29,2020-05-09,2020-12-25
9083,75,2020-08-24,2020-12-28
9083,41,2020-02-10,2020-12-19
9083,46,2020-03-03,2020-08-18
9083,54,2020-07-25,2020-10-26
9083,37,2020-07-14,2020-07-22
9083,54,2020-08-27,2020-09-16
9083,40,2020-06-30,2020-07-03
9083,27,2020-02-26,2020-02-29
9083,7,2020-07-02,2020-08-24
9083,27,2020-05-16,2020-11-06
9083,8,2020-01-30,2020-02-13
9083,24,2020-04-04,2020-05-14
9147,75,2020-04-27,2020-10-29
9147,41,2020-07-09,2020-08-25
9147,74,2020-02-25,2020-07-05
9147,2,2020-07-15,2020-08-19
9147,72,2020-04-30,2020-09-05
9157,13,2020-01-24,2020-02-04
9157,43,2020-05-12,2020-07-19
9157,41,2020-08-15,2020-12-17
9159,27,2020-06-16,2020-12-06
9159,45,2020-01-21,2020-05-30
9159,37,2020-04-03,2020-09-12
9159,10,2020-07-07,2020-09-28
9167,59,2020-03-27,2020-06-21
9167,64,2020-02-16,2020-10-08
9167,49,2020-07-19,2020-10-21
9167,7,2020-03-27,2020-07-20
9167,46,2020-09-02,2020-10-13
9167,0,2020-06-03,2020-08-07
9167,32,2020-03-28,2020-05-08
9167,14,2020-01-10,2020-12-01
9167,51,2020-02-26,2020-09-07
9179,35,2020-08-16,2020-11-01
9179,58,2020-03-10,2020-10-02
9179,9,2020-06-17,2020-08-08
9179,9,2020-07-31,2020-10-15
9179,13,2020-01-14,2020-07-02
9179,2,2020-05-25,2020-09-01
9179,10,2020-03-27,2020-12-11
9179,29,2020-05-19,2020-08-23
9179,30,2020-02-18,2020-06-09
